"Country","Commodity","Flow","Unit","Year","Quantity","fad_fished","flow_binary","alpha_3"
"Saint Kitts and Nevis","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes",2015,0,1,0,"KNA"
"Saint Kitts and Nevis","Anchovies, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Anchovies, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Atka mackerel, frozen","Imports","Tonnes",2015,9,0,1,"KNA"
"Saint Kitts and Nevis","Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Atlantic herring fillets, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Atlantic mackerel prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Bigeye tuna, frozen, nei","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Caviar and caviar substitutes","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Caviar substitutes","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Clupeoids, fresh or chilled, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Cod nei fillets, dried, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Cods nei, dried,  whether or not salted","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Cods nei, dried,  whether or not salted","Imports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Cods nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Cods nei, salted or in brine","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Cods nei, salted or in brine","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Cods nei, salted or in brine","Reexports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Cods, fresh or chilled, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Cods, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fingers, sticks, prepared with minced fish","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish body oils, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish dried, whether or not salted, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish dried, whether or not salted, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish dried, whether or not salted, nei","Reexports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish fillets, dried, salted or in brine, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish fillets, fresh or chilled, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish fillets, fresh or chilled, nei","Imports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Fish fillets, frozen, nei","Exports","Tonnes",2015,40,0,1,"KNA"
"Saint Kitts and Nevis","Fish fillets, frozen, nei","Imports","Tonnes",2015,2614,0,1,"KNA"
"Saint Kitts and Nevis","Fish fillets, smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish for culture incl. ova, fingerlings etc.","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish live, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish live, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish liver oils, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish meat, whether or not minced nei, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish meat, whether or not minced, frozen, nei","Exports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Fish meat, whether or not minced, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish meat,whether or not minced, fresh,chilled,frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish minced (=surimi), frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish minced nei, prepared or preserved","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish nei, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish nei, salted or in brine","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish nei, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish nei, smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish waste, nei","Exports","Tonnes",2015,15,0,1,"KNA"
"Saint Kitts and Nevis","Fish waste, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Fish waste, nei","Reexports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish, dried, salted or smoked","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish, dried, salted or smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish, fresh or chilled, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Fish, fresh, chilled or frozen","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish, fresh, chilled or frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fish, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fishmeal fit for human consumption, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Fishmeals, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flatfish nei, frozen","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flatfish nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flatfish, fresh or chilled, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flatfish, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flying fish, fillets, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flyingfishes, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Flyingfishes, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Gadiformes nei, frozen","Imports","Tonnes",2015,10,0,1,"KNA"
"Saint Kitts and Nevis","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Gadiformes, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Gadiformes, salted or in brine, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Haddock, fresh or chilled","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Haddock, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Haddock, frozen","Exports","Tonnes",2015,2,0,1,"KNA"
"Saint Kitts and Nevis","Haddock, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Hake nei fillets, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Hake nei, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Hakes nei, frozen","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Hakes nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Halibuts nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Halibuts, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Herring, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Herrings nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Herrings nei, smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Herrings prepared or preserved, not minced, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Livers, roes, milt, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Exports","Tonnes",2015,65,0,1,"KNA"
"Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerel, dried, whether or not salted, but not smoked","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerels nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerels nei, salted or in brine","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Mackerels, nei, fresh or chilled","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Mackerels, nei, fresh or chilled","Imports","Tonnes",2015,5,0,1,"KNA"
"Saint Kitts and Nevis","Mackerels, smoked","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish nei, minced, prepared or preserved","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Marine fish nei, prepared or preserved, not minced","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish nei, smoked","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish nei, smoked","Imports","Tonnes",2015,5,0,1,"KNA"
"Saint Kitts and Nevis","Marine fish, fresh or chilled, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish, fresh or chilled, nei","Imports","Tonnes",2015,1,0,1,"KNA"
"Saint Kitts and Nevis","Marine fish, frozen, nei","Exports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Marine fish, frozen, nei","Reexports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Miscellaneous demersal fish, nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes",2015,0,1,0,"KNA"
"Saint Kitts and Nevis","Ornamental fish nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Pilchards (Sardinops spp.) and Sardinellas, fresh or chilled","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Exports","Tonnes",2015,9,0,1,"KNA"
"Saint Kitts and Nevis","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Plaices, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Saithe (= Pollock), salted or in brine","Imports","Tonnes",2015,37,0,1,"KNA"
"Saint Kitts and Nevis","Saithe (=Pollock), fresh or chilled","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Saithe (=Pollock), frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Imports","Tonnes",2015,217,0,1,"KNA"
"Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Reexports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Saury, frozen","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Seabass, fresh or chilled","Imports","Tonnes",2015,557,0,1,"KNA"
"Saint Kitts and Nevis","Seabass, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Sharks nei, fresh or chilled","Exports","Tonnes",2015,23,0,1,"KNA"
"Saint Kitts and Nevis","Sharks nei, fresh or chilled","Imports","Tonnes",2015,67,0,1,"KNA"
"Saint Kitts and Nevis","Sharks nei, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Skipjack tuna, fresh or chilled","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Skipjack tuna, frozen","Exports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Skipjack tuna, frozen","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Soles, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Soles, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Southern bluefin tuna (Thunnus maccoyii), frozen","Imports","Tonnes",2015,0,1,0,"KNA"
"Saint Kitts and Nevis","Swordfish fillets, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Swordfish fillets, frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Swordfish meat, frozen","Imports","Tonnes",2015,0,0,0,"KNA"
"Saint Kitts and Nevis","Swordfish, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Toothfish (Dissostichus spp.), frozen","Imports","Tonnes",2015,NA,0,NA,"KNA"
"Saint Kitts and Nevis","Toothfish (Dissostichus spp.), meat, frozen","Imports","Tonnes",2015,5,0,1,"KNA"
"Saint Kitts and Nevis","Tuna loins and fillets, frozen","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Tunas nei, frozen","Exports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Tunas nei, frozen","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Exports","Tonnes",2015,0,1,0,"KNA"
"Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Imports","Tonnes",2015,1,1,1,"KNA"
"Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Exports","Tonnes",2015,0,1,0,"KNA"
"Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Exports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Kitts and Nevis","Yellowfin tuna, frozen, nei","Imports","Tonnes",2015,NA,1,NA,"KNA"
"Saint Lucia","Alaska pollock fillets, frozen","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Alaska pollock, dried, unsalted","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Alaska pollock, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes",2015,NA,1,NA,"LCA"
"Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes",2015,NA,1,NA,"LCA"
"Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes",2015,NA,1,NA,"LCA"
"Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes",2015,44,1,1,"LCA"
"Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Reexports","Tonnes",2015,1,1,1,"LCA"
"Saint Lucia","Anchovies, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes",2015,NA,1,NA,"LCA"
"Saint Lucia","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes",2015,NA,1,NA,"LCA"
"Saint Lucia","Atlantic cod, fillets, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Atlantic mackerel prepared or preserved, not minced","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Caviar and caviar substitutes","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Caviar substitutes","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Clupeoids nei, frozen","Imports","Tonnes",2015,10,0,1,"LCA"
"Saint Lucia","Cod nei fillets, dried, salted or in brine","Imports","Tonnes",2015,1,0,1,"LCA"
"Saint Lucia","Cod nei, fillets, frozen","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Cod, dried, unsalted (stockfish)","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Cods nei, dried,  whether or not salted","Exports","Tonnes",2015,2,0,1,"LCA"
"Saint Lucia","Cods nei, dried,  whether or not salted","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Cods nei, fillets, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Cods nei, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Cods nei, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Cods, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Common sole, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fingers, sticks, prepared with minced fish","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish body oils, nei","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Fish dried, whether or not salted, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish dried, whether or not salted, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, dried, salted or in brine, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, dried, salted or in brine, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, fresh or chilled, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, frozen, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish fillets, frozen, nei","Reexports","Tonnes",2015,315,0,1,"LCA"
"Saint Lucia","Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish for culture incl. ova, fingerlings etc.","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish live, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish liver oils, nei","Imports","Tonnes",2015,36,0,1,"LCA"
"Saint Lucia","Fish meat, whether or not minced nei, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish meat, whether or not minced, frozen, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish meat, whether or not minced, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish minced (=surimi), frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish minced nei, prepared or preserved","Imports","Tonnes",2015,631,0,1,"LCA"
"Saint Lucia","Fish nei, dried, unsalted","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish nei, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish nei, salted or in brine","Imports","Tonnes",2015,4,0,1,"LCA"
"Saint Lucia","Fish nei, smoked","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish waste, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish waste, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fish, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fishmeal fit for human consumption, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fishmeal fit for human consumption, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fishmeals, nei","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Fishmeals, nei","Imports","Tonnes",2015,36,0,1,"LCA"
"Saint Lucia","Flatfish nei, frozen","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Flatfish nei, frozen","Imports","Tonnes",2015,18,0,1,"LCA"
"Saint Lucia","Flatfish, fresh or chilled, nei","Imports","Tonnes",2015,13,0,1,"LCA"
"Saint Lucia","Flying fish, fillets, fresh or chilled","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Flying fish, fillets, fresh or chilled","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Flyingfishes, frozen","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Flyingfishes, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Gadiformes fillets, frozen, nei","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Gadiformes nei, dried and salted","Imports","Tonnes",2015,48,0,1,"LCA"
"Saint Lucia","Gadiformes nei, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Gadiformes, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Gadiformes, smoked","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Haddock, fresh or chilled","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Hakes nei, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Halibuts, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herring fillets, dried, salted or in brine","Imports","Tonnes",2015,25,0,1,"LCA"
"Saint Lucia","Herring nei, fillets, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herring roes, cured","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herring, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herrings nei, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herrings nei, smoked","Exports","Tonnes",2015,3,0,1,"LCA"
"Saint Lucia","Herrings nei, smoked","Imports","Tonnes",2015,92,0,1,"LCA"
"Saint Lucia","Herrings prepared or preserved, not minced, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herrings, dried, whether or not salted","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Herrings, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Herrings, not minced, prep. or pres. in airtight containers, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Jack and horse mackerel prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes",2015,165,0,1,"LCA"
"Saint Lucia","Livers, roes, milt, fresh or chilled, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Livers, roes, milt, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes",2015,1,0,1,"LCA"
"Saint Lucia","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerels nei, frozen","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerels nei, salted or in brine","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerels nei, salted or in brine","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Mackerels, nei, fresh or chilled","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Mackerels, smoked","Imports","Tonnes",2015,0,0,0,"LCA"
"Saint Lucia","Marine fish fillets, frozen, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish nei, minced, prepared or preserved","Exports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish nei, minced, prepared or preserved","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish nei, smoked","Exports","Tonnes",2015,96,0,1,"LCA"
"Saint Lucia","Marine fish nei, smoked","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish, fillets, dried, salted or in brine, nei","Imports","Tonnes",2015,NA,0,NA,"LCA"
"Saint Lucia","Marine fish, fresh or chilled, nei","Exports","Tonnes",2015,0,0,0,"LCA"
