Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Grenada,"Salmons nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,0 0,-,-,1,1,0 0,1,-,-,-,-,-,-,-
Grenada,"Salmons, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,0 0,...,...,...,0 0,0 0,-,-,-,-,-
Grenada,"Salmons, fresh or chilled, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Salmons, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,2,1,1,1,2,5 F,4,1,2,6,2,4,0 0,0 0,0 F,3 F,1 F,1 F,1 F
Grenada,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,1 F
Grenada,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,8,...,...,0 0,...,0 0,1,...,...,...,...,...,...,...,3 F,-
Grenada,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,3 F,14 F,3 F,3 F,21 F,2 F,0 F
Grenada,"Seabass, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,0 0,-,-,-,-,-,-,-,-
Grenada,"Sharks nei, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,0 0,...,...,...,...,...,...,...,...,...,1 F,0 0,...,1 F,0 F,-,-
Grenada,"Sharks nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,79 F
Grenada,"Skipjack prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,43 F
Grenada,"Skipjack tuna, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,164,395,211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Skipjack tuna, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,518,409,984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",Imports,Tonnes,...,...,...,...,...,...,...,...,...,1 F,1 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Snapper, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,0 F
Grenada,"Soles, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-
Grenada,"Swordfish, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,1 F
Grenada,"Tilapia fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,2 F,2 F,0 F,-
Grenada,"Tilapias, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1 F,1 F
Grenada,Trouts and chars live,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Trouts and chars, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Trouts and chars, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,0 0,-,0 0,-,-,-,-,-,-,-
Grenada,"Tuna loins and fillets, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Grenada,"Tuna loins and fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1 F,3 F,1 F,3 F,-,-
Grenada,"Tunas nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Tunas nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,1,...,...,...,...,...,...,0 0,0 0,11,1,13,0 0,...,...,2 F,...,2 F,1 F,1 F,1 F
Grenada,"Tunas prepared or preserved, not minced, in airtight containers",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58 F,2 F
Grenada,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Grenada,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26,42,37,34,58,51,53 F,62,82,93,80,139,97,31 F,71 F,79 F,35 F,48 F,6 F,13 F
Grenada,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 F,-,-,-
Grenada,"Tunas, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72 F,195 F,286 F,352,272,...,...,...,...,...,...,...,...,...,...,...,...,1 F,4 F,0 0,-,-,-,0 F,-
Grenada,"Tunas, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,0 0,...,...,1 F,-,-,-
Grenada,"Yellowfin sole, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-
Grenada,"Yellowfin tuna, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,561,105,101,70,70,5,22,...,...,6 F,6 F,19 F,26 F,26 F,25 F,14 F,14 F
Grenada,"Yellowfin tuna, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
Grenada,"Yellowfin tuna, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,55,92,224,...,...,...,455 F,599 F,545 F,521 F,757 F,941 F,642 F,923 F
Grenada,"Yellowfin tuna, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,14,...,...,...,0 0,0 0,-,-,-,-,-,-
Grenada,"Yellowfin tuna, heads-off, etc., frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,37,-,-,-,-,-,323,259,295,-,-,-,-,-,-,-,-
Guadeloupe,"Alaska pollock fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Albacore (=Longfin tuna), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Albacore (=Longfin tuna), frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,9,21,-,11,8,5,5,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Albacore (=Longfin tuna), gilled, gutted, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,2,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Albacore (=Longfin tuna), heads-off, etc., frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Anchovies, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,12,30,-,92,68,35,3,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Anchovies, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Angler (=monk), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Angler (=monk), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic and Danube salmons, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,4,4,6,3,6,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic cod, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic herring, not minced, prep. or pres., nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,3,0 0,120,2,3,6,1,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic herring, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,58,49,-,58,72,43,51,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic redfishes, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,0 0,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,5,0 0,-,0 0,6,1,2,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Blue whiting (Micromesistius poutassou), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Bonito (Sarda spp.), not minced, prepared or preserved, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Caviar,Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Caviar,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,-,0 0,0 0,1,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Caviar substitutes,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,2,4,2,4,5,2,2,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod nei fillets, dried, salted or in brine",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod nei fillets, dried, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,35,-,-,5,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod nei, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,4,-,2,1,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod, dried, unsalted (stockfish)",Exports,Tonnes,...,...,...,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod, dried, unsalted (stockfish)",Imports,Tonnes,...,...,...,117,91,12,23,36,23,8,10,28,-,-,-,1,-,16,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod, meat, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod, salted and dried (klipfish)",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cod, salted and dried (klipfish)",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,933,404,-,6,47,289,171,107,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cods nei, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cods nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cods nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,5,4,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cods, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,68,-,-,0 0,0 0,-,-,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Cods, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,0 0,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Common sole, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Common sole, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,1,-,0 0,0 0,1,0 0,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Eels, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,-,1,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"European sardine, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,1,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"European sardine, prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,154,217,50,231,135,157,117,156,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Euthynnus excl. skipjack or stripe-bellied bonitos, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,37,15,-,5,2,3,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Euthynnus excl. skipjack or stripe-bellied bonitos, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,8,-,5,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish body oils, nei",Imports,Tonnes,...,1,...,...,...,...,...,...,...,...,...,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Fish dried, whether or not salted, nei",Exports,Tonnes,...,1,...,2,4,15,9,0 0,...,...,0 0,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Fish dried, whether or not salted, nei",Imports,Tonnes,1396,1313,1353,1286,1251,1482,1286,1314,1440,1554,1552,1336,519,1065,1435,1341,1393,1025,1266,1420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Fish fillets, dried, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,3,4,-,-,1,-,27,22,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,4,15,-,27,36,25,34,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish live, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish live, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,0 0,0 0,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish liver oils, nei",Imports,Tonnes,...,1,0 0,0 0,...,2,0 0,...,...,0 0,...,0 0,...,...,...,...,0 0,...,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish nei, salted or in brine",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,3,13,-,0 0,10,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fish, fresh, chilled or frozen",Exports,Tonnes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Fishmeal fit for human consumption, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,2,-,-,-,-,-,-,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fishmeals, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,1,8,-,-,-,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Fishmeals, nei",Imports,Tonnes,...,...,...,...,0 0,0 0,52,56,116,264,407,243,238,101,254,252,142,57,8,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Flatfish nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,0 0,-,0 0,3,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Flatfish, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,1,-,1,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Freshwater fish fillets, nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,1,3,-,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Freshwater fish meat, whether or not minced, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Freshwater fish nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,13,-,1,0 0,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Freshwater fish, nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Gadiformes, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Greenland halibut, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,2,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Haddock fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Haddock meat, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Haddock, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Hake nei fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,2,-,4,-,-,1,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Hake of the genus Urophycis, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,1,-,1,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Hake, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Hakes nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Herring fillets, incl. coated in batter, cooked or not",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,3,-,1,0 0,-,0 0,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Herring nei, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Herring, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Herrings, dried, whether or not salted",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,0 0,0 0,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Herrings, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Jack and horse mackerel, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,24,38,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
